# {"t_start": 1763765866.546608, "env_id": null} 
r,l,t
1e-06,25,1604.594778
1e-06,31,1604.646516
8.5e-05,28,1604.695562
0.000992,24,1604.735455
0.000157,32,1604.874537
0.00014,23,1604.913968
3e-06,33,1604.96796
0.0,39,1605.031108
0.000165,20,1605.065291
0.000149,24,1605.112518
7e-06,20,1605.147465
1e-06,53,1605.23763
1e-06,40,1605.395041
1e-06,24,1605.435703
0.00017,25,1605.476949
0.000176,32,1605.531327
6.8e-05,40,1605.603793
0.00035,23,1605.642311
0.0,41,1605.716154
2e-06,51,1605.79492
1e-06,30,1605.911784
0.0004,35,1605.962744
5.3e-05,22,1605.995907
0.000186,56,1606.079716
1e-06,22,1606.11167
0.000306,32,1606.156509
2.7e-05,47,1606.229322
3e-06,25,1606.271749
2.5e-05,22,1606.394633
0.000107,18,1606.423528
1e-06,34,1606.481425
0.000225,42,1606.555289
0.000347,24,1606.597232
2.3e-05,20,1606.629748
2e-06,53,1606.717079
0.000571,27,1606.760996
0.0,20,1606.874007
0.000355,32,1606.932347
0.000207,22,1606.971268
1e-06,25,1607.016752
0.000301,31,1607.061879
0.0,31,1607.106319
0.0,28,1607.14681
0.000182,41,1607.2071
0.000784,31,1607.253209
0.000301,35,1607.376854
1e-06,43,1607.440012
3.2e-05,23,1607.474635
5e-06,23,1607.509845
5e-05,34,1607.562396
3.1e-05,33,1607.60763
2.7e-05,23,1607.644856
1e-06,20,1607.677971
2e-06,43,1607.857951
7e-05,44,1607.946427
0.0,21,1607.987858
7.5e-05,22,1608.025933
0.0,65,1608.142922
6e-06,27,1608.189256
3e-05,33,1608.247757
5.4e-05,30,1608.299927
2e-06,50,1608.467728
6e-06,46,1608.548762
0.00051,31,1608.607833
0.000408,24,1608.649958
0.000406,35,1608.711797
9.1e-05,21,1608.745598
0.000248,28,1608.791723
2e-06,36,1608.920505
5e-06,24,1608.953809
0.0,52,1609.033219
0.000256,37,1609.089186
1e-06,26,1609.134993
8e-06,22,1609.166772
0.000184,21,1609.199169
1e-06,42,1609.272907
1e-06,19,1609.304246
2e-06,20,1609.417464
0.000572,23,1609.457067
0.000272,60,1609.560421
0.0,22,1609.598427
2.1e-05,21,1609.63368
0.000526,38,1609.699171
1e-06,43,1609.773804
1e-06,20,1609.809057
5e-06,48,1609.979529
1.7e-05,20,1610.009526
1e-06,23,1610.042913
1e-06,42,1610.10519
8e-06,28,1610.147974
0.000144,31,1610.194327
2e-06,29,1610.239251
1e-06,21,1610.272598
2e-05,29,1610.388135
8.2e-05,21,1610.418776
2.3e-05,23,1610.451241
0.000192,19,1610.479118
2.3e-05,21,1610.512983
0.0,37,1610.568559
5.3e-05,29,1610.615237
2e-06,17,1610.63991
1e-06,23,1610.67606
6.9e-05,33,1610.73234
1e-06,19,1610.766681
0.000198,21,1610.878047
0.0,38,1610.935232
9.5e-05,21,1610.967907
0.000162,26,1611.007525
0.0,24,1611.045084
0.000187,29,1611.08656
1e-06,27,1611.131182
1e-06,37,1611.185716
2e-06,33,1611.232961
0.000429,41,1611.36556
1e-06,21,1611.398084
0.000561,28,1611.440664
0.000165,20,1611.471587
2.6e-05,38,1611.53173
0.0,55,1611.621257
3.3e-05,24,1611.662753
1e-05,37,1611.727077
1e-06,23,1611.835545
4.7e-05,30,1611.880754
1.7e-05,22,1611.912163
1e-06,23,1611.947125
1e-06,54,1612.043086
2e-06,44,1612.126983
1e-06,35,1612.187655
1e-06,37,1612.319772
1e-06,36,1612.371828
6e-06,43,1612.430791
8.3e-05,24,1612.467567
0.000503,70,1612.586307
1e-06,45,1612.667129
2e-06,19,1612.702978
9.3e-05,28,1612.837598
1.6e-05,50,1612.912625
1e-06,46,1612.982173
0.000233,41,1613.053177
4e-06,25,1613.097625
0.000983,75,1613.227713
1.7e-05,26,1613.350377
0.000164,52,1613.440772
4.4e-05,24,1613.482737
7.4e-05,48,1613.567302
0.000149,22,1613.607014
0.000286,39,1613.684322
6.8e-05,43,1613.762547
1e-06,19,1613.872694
7.7e-05,26,1613.919783
1e-06,30,1613.97146
0.000575,24,1614.012016
0.000545,49,1614.104454
5.7e-05,25,1614.152836
2e-06,30,1614.214339
7e-05,22,1614.256406
9.2e-05,28,1614.311159
0.000392,49,1614.514575
7.3e-05,21,1614.551264
0.000276,27,1614.601249
0.0,41,1614.672753
0.000837,29,1614.723415
2e-06,68,1614.826999
1e-06,27,1614.865376
0.000211,41,1614.98942
4.4e-05,23,1615.021366
5e-06,25,1615.059042
0.000162,34,1615.108975
1e-06,26,1615.148553
8.3e-05,33,1615.20548
0.0,37,1615.270691
1.2e-05,24,1615.313123
0.000259,22,1615.431795
1.8e-05,32,1615.48927
0.00048,49,1615.576594
1.1e-05,25,1615.627074
0.0,49,1615.713006
0.000117,38,1615.776929
0.000369,42,1615.839009
1.4e-05,37,1615.964297
6e-06,24,1615.999283
0.000194,21,1616.03059
0.000219,27,1616.067974
0.000149,20,1616.096301
6.6e-05,41,1616.159076
1.4e-05,32,1616.20164
6.6e-05,19,1616.229627
0.0,31,1616.277439
2.3e-05,32,1616.397492
2.3e-05,33,1616.44491
3.8e-05,45,1616.507836
1e-06,26,1616.546086
0.000442,25,1616.586479
0.0,19,1616.620038
0.0,25,1616.662816
1e-06,33,1616.719038
0.000186,20,1616.754503
3.6e-05,20,1616.875222
5.1e-05,36,1616.933661
0.001159,39,1616.990002
1e-06,33,1617.037279
0.000897,47,1617.105025
0.000335,60,1617.193386
4e-06,31,1617.237852
0.000211,37,1617.371264
7e-06,27,1617.413596
0.0,19,1617.443022
0.000373,25,1617.480132
0.00012,36,1617.53446
3e-06,20,1617.565458
0.000131,32,1617.623822
5e-06,42,1617.696294
0.0,33,1617.824607
0.00034,32,1617.876387
5e-05,34,1617.935736
0.000161,46,1618.010692
9e-06,34,1618.062792
2e-06,41,1618.124732
0.000505,20,1618.154631
0.000569,21,1618.185011
2e-06,26,1618.298753
2e-06,33,1618.34522
0.000289,40,1618.407384
5e-06,24,1618.45195
0.000129,29,1618.506072
1e-06,22,1618.545432
3.1e-05,42,1618.617575
0.000254,25,1618.655195
0.0,21,1618.686153
8.8e-05,38,1618.813277
1.3e-05,40,1618.869854
2e-06,36,1618.922124
0.000594,30,1618.97263
1e-06,37,1619.032771
0.000152,26,1619.071934
0.0,23,1619.106568
1e-06,30,1619.148413
1e-06,27,1619.254251
2e-06,24,1619.29173
0.000158,26,1619.329601
1e-06,31,1619.374481
0.000357,48,1619.457839
1e-06,49,1619.541802
3.8e-05,53,1619.620106
2.7e-05,46,1619.781801
0.000241,25,1619.825411
0.000296,43,1619.899822
3.7e-05,50,1619.981408
2e-06,25,1620.019184
1e-06,26,1620.060134
7e-06,34,1620.108145
2e-06,24,1620.219371
3.6e-05,29,1620.262584
1.6e-05,29,1620.305775
0.000116,27,1620.349391
4.3e-05,24,1620.390437
0.000635,29,1620.439941
4e-05,48,1620.513285
1e-06,21,1620.546539
2.9e-05,21,1620.582371
0.0,63,1620.773541
6.9e-05,24,1620.80983
3e-06,39,1620.865849
1e-06,21,1620.901659
0.000407,24,1620.943249
0.000166,29,1620.986362
0.00012,37,1621.043686
9.7e-05,33,1621.094721
4.6e-05,21,1621.200888
0.0002,55,1621.285389
4.3e-05,37,1621.343704
1e-06,90,1621.506722
0.000124,46,1621.573362
1e-06,43,1621.706331
0.000152,27,1621.747594
1e-06,39,1621.806664
4e-06,49,1621.874321
0.000135,21,1621.909161
6e-05,23,1621.949692
0.000193,38,1622.015419
0.000163,32,1622.151967
2e-06,32,1622.209418
2.8e-05,29,1622.261045
0.00029,29,1622.308016
1e-06,53,1622.390109
3e-06,27,1622.437252
8.1e-05,29,1622.488606
2.1e-05,31,1622.534066
2e-06,37,1622.667891
0.000181,41,1622.728458
4.1e-05,31,1622.775165
0.0,22,1622.808414
1e-06,26,1622.844759
0.000426,20,1622.871464
1.8e-05,38,1622.935085
0.000399,26,1622.986594
1e-06,36,1623.141369
0.000337,33,1623.197384
5e-06,39,1623.268635
1e-06,27,1623.30874
0.000348,27,1623.350108
0.000108,38,1623.407848
1.5e-05,55,1623.496744
0.00062,26,1623.5415
0.00012,33,1623.684245
5.8e-05,39,1623.753243
8e-06,68,1623.857991
1e-06,86,1624.000144
0.000415,38,1624.066652
4.3e-05,29,1624.1984
0.0,44,1624.276379
1e-06,27,1624.325749
5.1e-05,29,1624.376385
0.000144,24,1624.410713
1e-06,23,1624.444582
0.000211,22,1624.477057
0.000126,33,1624.526577
2e-06,34,1624.668893
6.3e-05,26,1624.715587
7.3e-05,28,1624.764766
0.000291,33,1624.821945
5.4e-05,28,1624.869375
0.000733,47,1624.940295
6e-06,26,1624.977649
9.3e-05,37,1625.029089
3.4e-05,27,1625.139668
0.0,32,1625.185789
2e-06,35,1625.234213
9e-06,37,1625.291262
3.2e-05,50,1625.365644
0.00031,29,1625.407786
1e-06,35,1625.457474
0.000151,44,1625.590225
0.000108,27,1625.629959
0.000243,40,1625.693061
0.000316,21,1625.728501
0.000173,25,1625.771064
3e-06,26,1625.816428
0.000449,31,1625.871347
0.00016,44,1625.94711
0.000464,23,1625.985906
0.000131,48,1626.164934
1e-06,34,1626.220781
2.7e-05,29,1626.263211
0.000217,30,1626.309376
0.0,51,1626.383796
0.000166,30,1626.431151
6e-06,28,1626.474387
0.000205,46,1626.624069
7e-06,25,1626.669792
0.00058,22,1626.710599
0.000199,19,1626.744491
1e-06,36,1626.798739
6e-06,38,1626.848734
0.000133,23,1626.885805
0.000389,28,1626.93434
0.000444,30,1626.985115
2e-06,22,1627.101596
0.000216,26,1627.154632
2e-06,29,1627.205956
1.6e-05,31,1627.261206
0.000251,31,1627.305986
6.5e-05,26,1627.341185
1e-06,34,1627.391165
1e-06,36,1627.448273
1e-06,51,1627.625098
0.000285,45,1627.701949
0.0,29,1627.751961
2e-06,29,1627.799207
3.4e-05,37,1627.853873
8.8e-05,28,1627.893434
6.8e-05,38,1627.949774
2e-06,23,1627.984588
1.8e-05,34,1628.126094
1e-06,29,1628.177745
2.3e-05,26,1628.222502
0.000221,59,1628.316682
1e-06,25,1628.360809
0.000414,29,1628.413313
0.000166,46,1628.492287
0.000657,26,1628.605852
0.000108,30,1628.653347
4e-06,21,1628.684339
0.000149,41,1628.746194
0.000109,52,1628.828086
0.000607,28,1628.878263
6.1e-05,47,1628.955856
0.000224,22,1629.084015
2e-05,44,1629.161479
0.000293,26,1629.20375
4.2e-05,51,1629.281387
6.4e-05,46,1629.348487
0.000771,22,1629.380158
6e-06,30,1629.424146
0.000386,19,1629.453504
1e-06,32,1629.575524
1.2e-05,25,1629.622193
0.000128,46,1629.703675
1e-06,27,1629.747816
0.000588,22,1629.784177
0.000355,46,1629.863539
0.000252,42,1629.937706
4e-06,49,1630.112548
1e-06,41,1630.179886
5.3e-05,69,1630.291497
2.1e-05,30,1630.337461
1e-06,49,1630.41213
0.000351,41,1630.472485
0.000501,41,1630.604849
0.0,44,1630.673905
7.3e-05,49,1630.741597
0.0,49,1630.818111
0.0003,36,1630.871686
2.9e-05,20,1630.905006
1e-06,25,1630.948715
4.6e-05,36,1631.102849
0.000105,28,1631.158364
1e-06,39,1631.237666
1e-06,43,1631.329162
2.8e-05,28,1631.390058
0.0,21,1631.429716
4e-06,23,1631.467401
0.000294,29,1631.515469
1e-06,24,1631.634725
0.000269,26,1631.678491
0.0,23,1631.714447
0.0,22,1631.75238
4e-05,33,1631.80411
0.00046,23,1631.839236
0.0,22,1631.873801
0.000206,35,1631.924562
2e-06,32,1631.978804
0.000252,47,1632.136366
7.3e-05,28,1632.175691
6.2e-05,23,1632.207593
0.000157,30,1632.254115
1e-06,36,1632.308421
0.000156,22,1632.340399
4e-06,36,1632.39351
0.000575,39,1632.447807
0.00019,35,1632.578825
6e-06,26,1632.625794
1.1e-05,20,1632.658508
2e-05,45,1632.736849
0.000215,24,1632.774269
1e-06,32,1632.821674
0.000229,22,1632.853506
0.000187,25,1632.89619
7.6e-05,40,1632.966028
1.3e-05,70,1633.167205
1.6e-05,25,1633.207105
0.000177,50,1633.290108
1e-06,47,1633.364245
3e-06,24,1633.400417
1.9e-05,45,1633.482177
0.0,42,1633.630253
1e-06,42,1633.699651
9.8e-05,46,1633.778488
0.000336,28,1633.820366
0.0,46,1633.896401
0.000475,30,1633.946745
0.000116,33,1634.083121
7.2e-05,23,1634.117743
4e-06,26,1634.151862
2e-06,36,1634.201559
5e-06,43,1634.262391
1e-06,24,1634.29662
6.2e-05,31,1634.337974
1e-06,29,1634.386844
0.000239,62,1634.574555
1e-06,40,1634.646933
1e-06,25,1634.689464
0.000178,22,1634.725302
1e-06,36,1634.787481
0.000118,44,1634.8488
0.0,36,1634.901331
0.0,29,1635.015231
1.1e-05,31,1635.059446
0.000222,24,1635.092027
0.000744,23,1635.123759
0.0,25,1635.162398
1e-05,22,1635.192043
9e-06,32,1635.236158
0.000513,39,1635.293595
0.000162,34,1635.340776
2e-06,41,1635.466791
1e-06,38,1635.520147
0.00034,25,1635.556209
3.2e-05,50,1635.639461
3.5e-05,38,1635.705961
0.0,21,1635.736046
0.000418,21,1635.769358
9.4e-05,24,1635.815582
2e-06,27,1635.930815
0.000326,28,1635.972227
2.9e-05,35,1636.028106
0.000124,22,1636.062922
0.0,21,1636.097928
1.4e-05,48,1636.178062
1e-06,22,1636.213053
4e-06,41,1636.281451
3.5e-05,23,1636.319316
0.00026,35,1636.477705
0.000196,34,1636.549626
4.4e-05,22,1636.59522
2e-06,54,1636.694651
0.000288,20,1636.728395
0.00058,53,1636.80705
0.000131,37,1636.861752
1e-06,22,1636.958208
0.000134,28,1636.998509
0.000426,34,1637.049308
0.000154,19,1637.075794
2e-06,30,1637.11834
0.000134,39,1637.17897
3.6e-05,25,1637.219926
0.000396,30,1637.263347
4.1e-05,27,1637.305912
0.00045,35,1637.426734
3.7e-05,29,1637.472208
0.0,26,1637.516282
9.8e-05,43,1637.577994
0.0,46,1637.6457
1e-06,51,1637.72072
1e-06,29,1637.764168
0.000182,30,1637.886035
7.2e-05,54,1637.964139
3e-06,43,1638.03599
0.000794,29,1638.088258
1e-06,40,1638.154474
0.000533,26,1638.197962
4e-06,27,1638.243375
1.8e-05,37,1638.385977
0.000491,50,1638.47041
0.000114,25,1638.515828
1e-06,57,1638.627399
1.1e-05,56,1638.741277
1e-06,24,1638.794481
0.000359,38,1638.923678
1e-06,37,1638.976383
3e-06,42,1639.036315
0.0,41,1639.094263
9.7e-05,33,1639.145924
7.9e-05,55,1639.226392
1e-06,66,1639.402029
1e-06,20,1639.430821
6.4e-05,33,1639.480108
0.000315,25,1639.519351
0.000354,26,1639.556863
1e-06,39,1639.61155
0.000469,41,1639.680727
3.7e-05,45,1639.826138
0.000176,22,1639.857904
4.4e-05,23,1639.890316
2.7e-05,28,1639.938891
1e-06,24,1639.981407
1e-06,55,1640.078044
0.000568,36,1640.140444
0.0,27,1640.186137
1.2e-05,82,1640.378374
2e-06,31,1640.425044
1.9e-05,22,1640.456531
0.000115,32,1640.503232
0.000372,39,1640.560846
0.000243,41,1640.624236
1e-06,23,1640.660066
0.000104,43,1640.807517
1e-06,24,1640.844104
0.001012,32,1640.889192
0.000152,23,1640.92419
1e-06,20,1640.952751
0.000284,27,1640.992769
0.000171,28,1641.033344
1e-06,53,1641.124767
0.000618,25,1641.167961
0.000496,39,1641.316517
3.3e-05,27,1641.363764
4e-06,35,1641.423427
0.0,28,1641.47118
0.000122,32,1641.526609
2.8e-05,48,1641.612519
0.000402,21,1641.652406
0.0,53,1641.826812
5.7e-05,25,1641.864843
3.2e-05,26,1641.902036
0.000657,49,1641.974176
0.000221,38,1642.030123
9.2e-05,47,1642.099658
0.000523,27,1642.139532
0.000383,28,1642.253142
0.000612,33,1642.302657
1e-06,26,1642.340923
0.000739,37,1642.394449
8.5e-05,28,1642.435431
2e-06,21,1642.466545
0.000294,39,1642.525338
3e-06,55,1642.602475
7.9e-05,44,1642.739974
1e-06,38,1642.79739
6.7e-05,25,1642.834824
2.4e-05,30,1642.87843
4e-06,20,1642.908338
6.2e-05,26,1642.946189
5.6e-05,26,1642.981652
0.0,29,1643.02452
2e-06,28,1643.065456
6.4e-05,42,1643.202034
0.000164,29,1643.244438
1e-06,20,1643.277126
1e-06,24,1643.312255
0.000104,49,1643.383106
4e-06,40,1643.44159
0.000379,27,1643.486675
0.000145,23,1643.532295
1e-06,21,1643.662105
8.6e-05,28,1643.71001
0.0,32,1643.771269
0.000196,26,1643.822589
0.000125,25,1643.870911
6e-06,19,1643.909231
9e-06,34,1643.976233
1e-06,28,1644.024601
1.3e-05,41,1644.104839
0.000478,31,1644.258319
0.0,25,1644.310012
1e-06,26,1644.362528
9.9e-05,66,1644.494943
0.000577,48,1644.586045
2e-06,64,1644.701581
0.000854,26,1644.82376
0.000372,30,1644.865636
1e-06,59,1644.95518
9e-06,24,1644.989712
5.3e-05,27,1645.030164
0.0,34,1645.079705
1e-06,27,1645.120688
5.2e-05,42,1645.267247
2e-06,72,1645.37204
0.000207,51,1645.445748
9.6e-05,67,1645.553696
0.00066,37,1645.610019
9.1e-05,29,1645.737931
4.7e-05,62,1645.835029
1e-06,25,1645.872195
0.000211,24,1645.909436
1.6e-05,32,1645.962753
0.000131,35,1646.017189
1e-06,29,1646.062348
2e-06,46,1646.218894
1e-06,24,1646.258026
0.000601,25,1646.297397
5e-06,29,1646.340424
0.001114,46,1646.409957
5.6e-05,50,1646.484577
1.1e-05,24,1646.523813
0.00019,30,1646.571472
1e-06,55,1646.729382
0.0,24,1646.767883
0.000155,26,1646.80546
0.000226,40,1646.864446
0.000339,25,1646.900497
1.6e-05,71,1647.00723
9e-06,20,1647.037364
5e-06,25,1647.141454
7.3e-05,39,1647.199561
2e-05,25,1647.241175
0.000208,25,1647.283663
0.000279,32,1647.336358
0.000899,24,1647.377504
4.4e-05,69,1647.499094
1e-06,25,1647.542938
3e-06,31,1647.669851
0.00021,32,1647.727298
1.1e-05,36,1647.790643
1.8e-05,32,1647.835356
0.00036,20,1647.864204
0.000294,28,1647.905959
1e-06,25,1647.945406
2.9e-05,22,1647.976914
0.000336,25,1648.014143
0.0,40,1648.149536
3e-05,52,1648.226242
4e-06,32,1648.276696
0.000563,42,1648.341174
1e-06,27,1648.385308
5.6e-05,21,1648.418002
0.000292,33,1648.466125
3.1e-05,24,1648.583702
0.000268,26,1648.623114
6.3e-05,28,1648.671405
1.5e-05,39,1648.731029
1e-06,41,1648.794644
0.0,37,1648.849236
6.9e-05,19,1648.876059
6.4e-05,20,1648.905076
8e-06,39,1648.961448
0.000154,27,1649.072582
1.9e-05,25,1649.109877
6.3e-05,21,1649.141077
0.000789,31,1649.191497
0.00063,78,1649.310758
0.000153,33,1649.361285
0.000329,32,1649.410268
1e-06,26,1649.543688
0.000435,35,1649.605367
0.000443,27,1649.648355
0.0,34,1649.698623
1e-06,25,1649.739103
1e-06,54,1649.833702
0.000254,25,1649.869064
4e-06,45,1650.012183
2.2e-05,40,1650.07205
0.00013,35,1650.126698
1e-06,34,1650.177616
1e-06,41,1650.23855
0.000246,43,1650.317913
8.9e-05,29,1650.368942
3e-06,31,1650.42045
2e-06,27,1650.53627
0.0,34,1650.585155
0.000276,33,1650.63658
0.0,25,1650.681125
0.000189,28,1650.730205
0.000333,30,1650.786125
0.0,21,1650.820901
7.5e-05,23,1650.852259
0.000206,64,1651.03478
9.9e-05,38,1651.090452
0.000103,58,1651.184365
0.000573,29,1651.234517
0.0,28,1651.284304
1.7e-05,54,1651.376864
1e-06,37,1651.513231
1e-06,47,1651.590687
1e-06,44,1651.664546
0.000104,33,1651.721611
0.000251,39,1651.790214
0.0,33,1651.846921
0.000582,22,1651.885817
1e-06,67,1652.078715
0.000388,32,1652.134443
0.000375,17,1652.164191
8e-06,34,1652.222642
1e-06,51,1652.304294
0.000354,30,1652.352674
0.000165,50,1652.522136
1e-06,49,1652.606013
1e-06,23,1652.646936
0.000232,21,1652.682887
1.5e-05,26,1652.728282
0.00029,28,1652.779052
0.000234,35,1652.840214
0.000262,39,1652.907973
0.000146,41,1653.061167
1e-06,23,1653.099727
0.0,25,1653.143914
0.000123,34,1653.207462
3.8e-05,34,1653.267569
0.000589,38,1653.331604
3.5e-05,23,1653.365647
7e-06,30,1653.411163
8e-06,41,1653.552516
0.000513,33,1653.597748
2e-05,29,1653.655191
0.000333,41,1653.731482
0.000209,46,1653.814118
2e-06,60,1653.903574
9.9e-05,46,1654.072936
1e-06,27,1654.119047
3.7e-05,30,1654.17756
0.000412,53,1654.283434
1e-06,34,1654.341607
0.000246,39,1654.406123
1e-06,23,1654.446048
1.5e-05,27,1654.493013
6e-06,49,1654.656749
1e-06,45,1654.734793
6e-05,43,1654.809821
1e-06,46,1654.880593
0.000307,47,1654.964331
5.5e-05,29,1655.016254
4e-06,48,1655.155299
2e-06,25,1655.194208
7.5e-05,50,1655.270458
3.3e-05,34,1655.319021
0.000205,31,1655.372646
1e-06,41,1655.435788
0.00033,20,1655.469659
1e-06,26,1655.50784
2e-06,33,1655.639566
0.000238,24,1655.682754
6e-06,44,1655.758997
4.3e-05,22,1655.800409
7.7e-05,25,1655.843467
8e-06,35,1655.902245
0.0,39,1655.968962
2.9e-05,28,1656.011563
0.000204,39,1656.158883
1e-06,27,1656.20907
1e-06,21,1656.247457
1.5e-05,30,1656.294992
5.9e-05,40,1656.351878
1e-06,28,1656.391109
0.000274,25,1656.428384
0.0,41,1656.48532
0.000318,34,1656.611483
0.000257,41,1656.681888
1e-06,58,1656.785894
1e-06,49,1656.857009
0.000253,38,1656.912321
0.000215,37,1656.963983
0.0,43,1657.106967
0.0,42,1657.175679
0.000995,28,1657.223119
1e-06,20,1657.255665
0.000154,44,1657.317482
7.8e-05,23,1657.351663
0.00035,19,1657.378371
1e-06,22,1657.410326
0.00035,27,1657.525585
0.000285,29,1657.570274
6.8e-05,37,1657.62926
0.000503,40,1657.688881
1e-06,32,1657.736335
3.4e-05,19,1657.768205
4e-06,56,1657.852062
0.000497,25,1657.895259
0.000242,37,1658.033355
3e-06,32,1658.082905
1e-06,50,1658.156387
7.9e-05,51,1658.236144
2.9e-05,32,1658.286711
0.0,28,1658.328464
1e-06,24,1658.363824
0.000513,41,1658.495279
5.3e-05,29,1658.537539
1.6e-05,27,1658.578099
0.000122,38,1658.634874
2.2e-05,18,1658.661735
1e-06,41,1658.720626
2e-06,47,1658.790798
0.000182,41,1658.917928
0.000207,32,1658.976972
1e-06,36,1659.039982
0.0,37,1659.102539
2.3e-05,37,1659.159039
8e-05,22,1659.198138
1e-06,38,1659.265949
0.000276,36,1659.327802
8e-06,28,1659.461
2e-06,32,1659.513428
3.3e-05,29,1659.562448
0.0,30,1659.611964
0.000358,21,1659.652622
9.8e-05,39,1659.723652
4.9e-05,23,1659.764974
0.000926,22,1659.805851
0.000169,33,1659.852529
4e-06,21,1659.967721
1.7e-05,63,1660.071285
2.3e-05,23,1660.108634
0.00029,53,1660.197025
5.4e-05,26,1660.242476
1e-06,50,1660.328607
9e-06,37,1660.475965
3e-06,40,1660.541015
9.1e-05,59,1660.638736
0.0,45,1660.712552
0.000365,30,1660.761765
5e-06,52,1660.851304
1e-06,71,1661.044374
2e-05,33,1661.098397
0.0,29,1661.148473
2e-06,26,1661.190735
0.00033,36,1661.249444
6e-06,23,1661.289544
2e-06,27,1661.334777
2e-06,37,1661.478435
1e-06,55,1661.572645
1.1e-05,29,1661.620225
5e-06,27,1661.664529
3.9e-05,25,1661.706807
1e-06,53,1661.792655
1e-06,28,1661.845477
0.000102,42,1661.996103
0.000126,25,1662.031118
0.000443,36,1662.085312
3e-06,28,1662.126342
0.000456,34,1662.183238
0.000298,30,1662.232696
1.6e-05,46,1662.312941
1e-06,22,1662.350212
0.0,30,1662.49202
0.000394,23,1662.534398
2e-06,67,1662.646131
0.000256,25,1662.693684
1e-06,21,1662.730097
9.3e-05,31,1662.783478
3.4e-05,28,1662.829232
0.0,54,1662.904889
