# {"t_start": 1763765866.546608, "env_id": null} 
r,l,t
2e-06,40,1535.909507
0.000275,24,1535.950909
6e-06,20,1535.986059
0.000122,22,1536.023842
4.6e-05,33,1536.08102
6.3e-05,51,1536.168702
0.000432,31,1536.224381
3.1e-05,26,1536.27016
1.4e-05,24,1536.384925
0.000741,33,1536.436179
2e-06,47,1536.520905
1e-06,34,1536.581043
3.2e-05,48,1536.653882
0.000294,28,1536.702438
0.000369,45,1536.776647
1e-06,60,1536.938861
1e-06,49,1537.01284
2e-06,30,1537.060676
0.000218,33,1537.10742
1.7e-05,25,1537.145727
0.000564,18,1537.170792
0.000213,22,1537.205493
0.00028,29,1537.251319
1e-06,21,1537.376479
0.00021,29,1537.426011
6.9e-05,34,1537.482129
0.000242,24,1537.521776
2e-06,23,1537.555466
1e-06,42,1537.618528
0.000116,25,1537.656862
0.0,36,1537.712261
0.000374,27,1537.753793
0.0,37,1537.887173
8.3e-05,25,1537.924608
1e-06,21,1537.955792
1e-06,48,1538.034121
5.7e-05,39,1538.092943
8e-06,52,1538.171596
0.000261,40,1538.312099
0.000145,27,1538.35091
0.000218,40,1538.406135
7.8e-05,29,1538.45284
5e-06,30,1538.49833
0.000105,24,1538.535062
0.000218,75,1538.646517
0.0,26,1538.689073
1e-06,19,1538.796879
1e-06,27,1538.841368
2e-06,42,1538.912244
0.000216,29,1538.9702
0.00034,30,1539.021021
0.000372,21,1539.055745
0.000381,33,1539.113591
3e-06,21,1539.149323
2e-06,20,1539.18403
1e-06,33,1539.326764
0.000177,27,1539.373955
9.6e-05,31,1539.429049
0.000323,36,1539.498055
0.000116,41,1539.568117
0.000308,28,1539.609924
0.00022,51,1539.686644
5.2e-05,21,1539.723448
6.6e-05,21,1539.833413
0.000201,29,1539.877846
3e-06,26,1539.916616
0.0,32,1539.972601
5.4e-05,25,1540.015721
5e-06,40,1540.087511
1e-06,28,1540.134593
0.00022,25,1540.176376
1e-06,36,1540.334237
1e-06,61,1540.432093
3e-06,48,1540.515499
2e-06,40,1540.58335
0.000141,19,1540.615932
5.1e-05,40,1540.686463
4.5e-05,27,1540.7316
5.4e-05,19,1540.764872
0.001786,37,1540.895511
1e-06,34,1540.94603
0.0,38,1541.003009
0.000213,29,1541.046066
8.1e-05,33,1541.098401
0.000561,27,1541.138768
7.9e-05,24,1541.18166
4.8e-05,42,1541.34263
9.2e-05,35,1541.403335
0.000169,25,1541.446683
1.9e-05,40,1541.518661
0.000297,37,1541.578622
0.0004,23,1541.614514
0.0,20,1541.644596
0.000468,20,1541.674617
0.000344,29,1541.716213
1.3e-05,26,1541.825009
0.0,37,1541.885877
1e-06,27,1541.925217
1e-06,48,1541.998455
5.5e-05,22,1542.031808
1e-06,41,1542.092027
5.5e-05,53,1542.174142
3.1e-05,25,1542.290288
1e-06,57,1542.372789
0.000297,38,1542.441006
0.0,20,1542.476943
5e-06,24,1542.519089
2e-06,46,1542.600348
0.000126,42,1542.660588
1.3e-05,27,1543.324096
1e-06,37,1543.39457
1.5e-05,23,1543.440189
1.7e-05,38,1543.515463
0.000173,32,1543.571671
0.000502,29,1543.621173
0.000101,61,1543.729581
0.000312,51,1543.884931
1.5e-05,26,1543.923462
1e-06,36,1543.978706
1e-06,36,1544.032934
1e-06,41,1544.094702
0.000294,21,1544.124087
0.000377,30,1544.169719
0.000149,22,1544.202725
0.000145,35,1544.344605
6e-06,57,1544.44338
8.2e-05,45,1544.523023
0.000386,46,1544.607198
4.4e-05,28,1544.6561
1e-06,42,1544.728974
6e-06,25,1544.771019
2.9e-05,26,1544.888428
0.000207,35,1544.939611
0.000294,40,1545.003049
1e-06,27,1545.041881
0.000114,33,1545.089542
0.000179,37,1545.144667
1.5e-05,25,1545.18214
2.6e-05,27,1545.227419
1e-06,24,1545.33929
0.000362,22,1545.373755
1e-05,21,1545.404947
3.3e-05,44,1545.483091
5.9e-05,32,1545.540581
9.6e-05,21,1545.576714
3.5e-05,28,1545.619481
7e-06,30,1545.662323
0.0,23,1545.701805
2.6e-05,56,1545.867129
0.000162,22,1545.903896
1.4e-05,25,1545.942231
0.000754,21,1545.974432
3.4e-05,32,1546.024742
3.4e-05,49,1546.116717
5.3e-05,40,1546.181358
1e-06,31,1546.226608
5e-06,19,1546.336763
1.4e-05,48,1546.409788
2e-06,45,1546.476831
0.0,31,1546.528938
0.000222,25,1546.569946
0.000153,33,1546.627936
1e-06,23,1546.666796
0.000219,33,1546.726466
2.1e-05,29,1546.853746
8.5e-05,67,1546.970641
0.00013,59,1547.08802
3.9e-05,30,1547.144182
4.7e-05,21,1547.182123
8.8e-05,45,1547.261066
1e-06,25,1547.377447
5.5e-05,31,1547.430226
0.0,22,1547.467098
4e-05,26,1547.515701
0.000198,61,1547.629371
2e-06,47,1547.72071
0.000101,24,1547.766447
1e-06,33,1547.904679
5e-06,25,1547.946813
0.000184,23,1547.985948
0.000158,42,1548.047703
7e-06,44,1548.121948
0.000226,23,1548.162362
3e-05,26,1548.207564
0.000102,44,1548.280386
0.000385,41,1548.433267
2.5e-05,52,1548.525191
4.7e-05,26,1548.570974
8.6e-05,22,1548.605042
2e-06,33,1548.663091
6e-06,31,1548.710999
2.4e-05,33,1548.765837
0.000233,29,1548.81279
1.4e-05,55,1548.984514
0.0,25,1549.027821
0.0,41,1549.090359
0.000415,41,1549.154755
0.00028,30,1549.196904
2.7e-05,28,1549.242985
0.000353,24,1549.276271
1e-06,37,1549.406301
0.000273,49,1549.482823
8.8e-05,22,1549.523693
5e-05,27,1549.56985
1.1e-05,21,1549.606034
0.000581,30,1549.658778
1.2e-05,58,1549.757818
0.000208,59,1549.937761
2e-06,25,1549.975125
3.9e-05,40,1550.034831
2e-06,30,1550.081977
2.8e-05,24,1550.117198
1.5e-05,30,1550.158312
2e-06,23,1550.191115
1.1e-05,42,1550.256517
0.0,34,1550.379032
0.000361,27,1550.41973
8.1e-05,19,1550.446994
0.000129,22,1550.480238
0.000551,25,1550.519776
1.1e-05,20,1550.546824
0.001329,22,1550.579834
1e-06,43,1550.645517
0.0,34,1550.696
0.0,24,1550.73592
0.0,28,1550.863607
0.0,26,1550.902077
7.5e-05,51,1550.97535
2.8e-05,59,1551.064785
8e-06,59,1551.151771
8.6e-05,27,1551.190527
0.0,34,1551.313528
1e-06,33,1551.363191
0.000107,42,1551.425293
1e-06,32,1551.482817
9.5e-05,31,1551.537265
0.000337,33,1551.594829
4e-06,26,1551.631846
1e-06,35,1551.684288
0.000314,35,1551.817597
1e-06,29,1551.868974
1e-06,22,1551.90779
1e-06,33,1551.961678
6.6e-05,29,1552.012624
9.7e-05,28,1552.060724
2.4e-05,24,1552.100393
2e-05,59,1552.29284
0.00025,41,1552.362216
0.00035,50,1552.44772
0.0,30,1552.495071
1.5e-05,32,1552.543572
2e-06,53,1552.619831
0.000148,29,1552.670209
6e-06,48,1552.825343
3.3e-05,35,1552.885023
1e-06,47,1552.963611
8.8e-05,26,1553.008449
0.000258,28,1553.05635
1e-06,56,1553.150751
6.7e-05,55,1553.310849
4.9e-05,24,1553.347301
3.9e-05,44,1553.423064
0.000418,48,1553.496471
0.000438,45,1553.576363
6e-05,26,1553.620726
1e-06,22,1553.654692
5e-06,50,1553.808751
0.0,40,1553.869661
0.0,44,1553.932128
9.6e-05,52,1554.015572
0.00019,41,1554.091483
4.2e-05,49,1554.174374
3.9e-05,21,1554.294445
0.0,37,1554.357645
5.1e-05,20,1554.391809
0.000107,50,1554.486367
0.000197,58,1554.593445
0.000361,46,1554.663685
0.0,19,1554.6986
2.1e-05,60,1554.872444
0.000124,26,1554.914251
2e-05,25,1554.957493
0.000249,39,1555.025129
2e-05,32,1555.078452
3.5e-05,21,1555.115878
3e-06,29,1555.162034
1e-06,22,1555.194866
0.0,54,1555.353657
1e-06,22,1555.38775
0.000183,27,1555.428309
1e-06,23,1555.463114
0.000202,28,1555.504918
0.000136,38,1555.558201
6.8e-05,48,1555.62797
4.4e-05,25,1555.669935
0.000126,32,1555.803329
0.000482,35,1555.854332
2e-06,19,1555.887404
5e-06,24,1555.928413
6e-06,42,1555.999577
3e-06,29,1556.052118
0.000184,24,1556.093284
0.000195,46,1556.16377
1e-06,56,1556.319813
0.000301,55,1556.411366
5e-06,36,1556.47835
0.000204,27,1556.529676
3.7e-05,39,1556.59657
0.000339,43,1556.66426
2.2e-05,38,1556.811876
0.000203,21,1556.849223
1e-06,43,1556.922154
0.000154,30,1556.9734
2.9e-05,29,1557.024336
5.8e-05,26,1557.069386
0.000157,43,1557.143398
2.4e-05,30,1557.192581
0.0,35,1557.335224
0.000102,19,1557.36347
2.7e-05,68,1557.474865
2.1e-05,46,1557.554873
7.1e-05,33,1557.616681
1.1e-05,35,1557.680876
0.000293,39,1557.812104
0.000106,36,1557.865473
0.000163,38,1557.920568
1e-06,54,1557.99849
1e-06,31,1558.045212
8.9e-05,25,1558.082422
2.8e-05,45,1558.152152
0.000253,46,1558.293826
1e-06,25,1558.329952
0.000546,28,1558.372745
6.3e-05,34,1558.429822
0.0,50,1558.515811
5.8e-05,30,1558.564235
1.6e-05,37,1558.618653
2e-06,38,1558.769483
0.000185,29,1558.810623
1e-06,28,1558.852422
0.000178,26,1558.896829
1e-06,31,1558.945517
2e-06,45,1559.011885
1e-06,28,1559.055442
0.000293,32,1559.106981
0.000137,29,1559.214078
0.0,33,1559.266453
1e-06,47,1559.336507
0.000341,50,1559.408715
4e-05,30,1559.461
4.5e-05,42,1559.533008
0.000239,42,1559.602366
0.000252,26,1559.733635
2.3e-05,33,1559.79081
0.000144,41,1559.860362
8.7e-05,38,1559.922274
1.3e-05,30,1559.973303
0.000126,19,1560.006946
9e-06,52,1560.088913
0.000241,30,1560.20534
0.000111,45,1560.274717
8.3e-05,37,1560.329584
0.000555,22,1560.364399
3e-06,41,1560.424992
0.000148,32,1560.485944
2e-06,23,1560.527514
1e-06,24,1560.567676
1e-06,22,1560.682258
0.000425,33,1560.730126
1e-06,27,1560.773565
0.000293,33,1560.82263
2.6e-05,41,1560.884839
0.00015,59,1560.985279
1.1e-05,20,1561.019574
0.000293,27,1561.066034
1e-06,34,1561.220609
6e-06,28,1561.270225
2e-06,49,1561.355629
4e-06,22,1561.393027
2e-06,19,1561.426276
1.3e-05,27,1561.472513
0.000281,37,1561.538802
0.000488,20,1561.573377
2e-06,27,1561.620491
5e-06,28,1561.747077
0.000221,35,1561.810002
7.8e-05,54,1561.902482
0.000135,59,1561.990757
0.0,23,1562.024312
1e-06,26,1562.062833
0.000401,48,1562.206981
0.000269,37,1562.264405
0.000344,20,1562.295691
0.0,33,1562.344638
8e-05,43,1562.407495
1e-06,36,1562.463811
6.9e-05,38,1562.534664
4.9e-05,24,1562.571227
0.000784,23,1562.682263
0.000281,43,1562.747504
4.7e-05,29,1562.791892
0.000324,32,1562.84226
1.4e-05,35,1562.891748
3.6e-05,26,1562.929519
9e-06,34,1562.978197
1.3e-05,41,1563.041714
0.000204,42,1563.173092
0.000371,28,1563.213459
3e-06,38,1563.272575
0.000183,56,1563.362123
0.0,40,1563.432255
0.000458,50,1563.523695
3e-05,32,1563.655391
4e-05,44,1563.720098
1e-05,27,1563.76253
0.000542,55,1563.842999
2.5e-05,26,1563.883601
1e-06,44,1563.946431
0.000416,22,1563.979038
0.001353,33,1564.10443
0.000372,22,1564.137718
2e-06,27,1564.176845
1e-06,30,1564.220365
9.2e-05,33,1564.271476
0.0,22,1564.306083
0.000153,40,1564.362778
0.000259,23,1564.399227
1e-06,32,1564.446226
0.000279,49,1564.587536
0.000228,59,1564.675181
0.000224,22,1564.711735
2e-06,37,1564.773053
2.7e-05,41,1564.844492
0.000154,40,1564.914246
1e-06,24,1565.027746
0.0,26,1565.065092
0.000129,19,1565.090961
0.000294,59,1565.179373
2e-06,35,1565.229208
0.0,32,1565.287043
8.4e-05,29,1565.336813
0.00019,24,1565.377956
3.7e-05,38,1565.529928
8.2e-05,37,1565.593965
0.000425,40,1565.664262
5e-06,36,1565.725159
1.7e-05,25,1565.766342
0.00035,55,1565.854594
1e-06,37,1565.919616
4e-06,31,1566.051419
9e-05,27,1566.118956
0.000196,45,1566.200309
1e-06,29,1566.258104
0.0,30,1566.316607
1e-06,41,1566.394382
0.000586,34,1566.445075
1e-06,29,1566.505359
3.4e-05,28,1566.631059
0.0,34,1566.683404
0.000226,25,1566.721152
8.5e-05,46,1566.797228
9.9e-05,43,1566.861448
1.3e-05,23,1566.904855
1e-05,55,1567.001909
0.000243,25,1567.150316
1.8e-05,32,1567.210681
0.000169,20,1567.246603
5.3e-05,43,1567.321613
0.000367,49,1567.410323
1e-05,24,1567.451162
4.4e-05,24,1567.492966
6.5e-05,26,1567.535173
6.6e-05,23,1567.668199
0.000302,32,1567.731001
7.7e-05,32,1567.792748
7e-06,62,1567.899115
2.5e-05,34,1567.964272
8e-05,38,1568.038094
0.000285,27,1568.090295
0.000159,19,1568.129973
1e-06,24,1568.248288
4e-06,30,1568.302733
0.0,56,1568.398404
0.000312,39,1568.466421
9e-06,19,1568.499648
0.000179,39,1568.567249
0.000359,42,1568.639776
0.00054,50,1568.817053
9e-06,34,1568.866554
1e-06,35,1568.919468
0.0,24,1568.958317
0.000592,28,1569.00725
0.000101,41,1569.077909
6.8e-05,47,1569.1677
0.000125,28,1569.299015
1e-06,29,1569.338055
0.000137,49,1569.409659
0.000129,22,1569.442142
1e-06,24,1569.477327
0.000325,27,1569.525998
1e-06,47,1569.609571
6e-06,19,1569.647886
1e-06,22,1569.680416
1e-06,25,1569.792261
2.1e-05,21,1569.822998
0.000389,31,1569.867632
0.0,21,1569.898024
0.0,20,1569.927697
1.8e-05,47,1569.999042
0.00017,46,1570.077852
1.7e-05,26,1570.122031
4.4e-05,37,1570.270308
4.4e-05,25,1570.313385
1e-06,34,1570.371991
0.000165,21,1570.410601
0.0,36,1570.471121
0.0,23,1570.515113
0.000176,21,1570.552902
4.8e-05,32,1570.607482
4.8e-05,42,1570.680055
6.2e-05,27,1570.811108
1e-05,43,1570.884261
0.000348,48,1570.968788
0.0,43,1571.04268
1e-06,33,1571.098814
6e-05,35,1571.159151
0.000678,19,1571.191777
0.000352,24,1571.321675
2.4e-05,57,1571.423457
1.1e-05,23,1571.464599
2.5e-05,21,1571.500038
1e-06,47,1571.579813
0.000229,23,1571.619797
0.000212,21,1571.654828
9.5e-05,35,1571.715788
1e-06,30,1571.846666
0.000459,48,1571.926625
0.000108,33,1571.983208
0.000342,53,1572.07877
0.00022,56,1572.172682
0.000321,48,1572.245394
0.000117,40,1572.381242
0.0,37,1572.437195
0.000138,19,1572.464269
1e-06,25,1572.506443
0.000317,32,1572.564524
1e-06,23,1572.604433
0.000133,41,1572.667868
0.000411,23,1572.701861
9.7e-05,33,1572.820562
0.0,24,1572.854945
0.000137,50,1572.932269
3.3e-05,34,1572.995197
5e-06,23,1573.035611
1e-06,27,1573.082622
4.9e-05,29,1573.128015
9.5e-05,26,1573.165615
0.000407,39,1573.299834
1e-06,36,1573.353174
0.000264,41,1573.413023
1e-06,25,1573.45705
1.5e-05,24,1573.499303
1e-06,25,1573.540544
5.2e-05,30,1573.588544
5e-06,21,1573.624602
4e-06,27,1573.671056
1e-06,29,1573.808447
1e-06,21,1573.844066
1e-06,47,1573.924098
9.3e-05,30,1573.979799
2e-06,24,1574.022611
0.000202,25,1574.073717
1e-06,24,1574.129444
1e-05,36,1574.200098
0.0,35,1574.267301
3e-05,47,1574.434887
0.000135,34,1574.491714
2e-06,28,1574.536889
3.2e-05,41,1574.595121
0.0001,31,1574.645344
0.000216,39,1574.706696
3e-06,23,1574.744531
1e-06,24,1574.899258
1e-06,29,1574.957674
0.0,27,1575.013922
0.000267,30,1575.070577
2.5e-05,25,1575.11489
0.0,40,1575.172793
6.8e-05,53,1575.263938
7e-06,27,1575.311719
0.000197,42,1575.491219
0.0,30,1575.551571
0.000202,27,1575.601014
5e-05,32,1575.657792
2e-06,33,1575.705661
6.1e-05,26,1575.739957
0.000104,20,1575.77437
5.6e-05,49,1575.851766
1e-06,34,1576.001241
0.000391,22,1576.043731
3.8e-05,48,1576.135507
1e-06,45,1576.230276
0.000344,34,1576.297615
0.0,39,1576.376457
0.000424,29,1576.437158
1e-06,46,1576.620835
2e-05,21,1576.657828
2e-06,38,1576.724895
0.0,25,1576.770344
2.7e-05,32,1576.82604
0.000106,22,1576.86506
1e-06,38,1576.929214
0.0,26,1576.974949
5.6e-05,37,1577.111973
0.0,23,1577.144851
1e-06,35,1577.196001
3.9e-05,22,1577.226363
0.000226,45,1577.2989
3.1e-05,24,1577.335376
4.4e-05,33,1577.383013
1e-06,28,1577.424184
2e-06,41,1577.555887
1.3e-05,31,1577.601221
0.000325,23,1577.633437
0.000211,32,1577.680403
0.0,35,1577.73086
0.000103,22,1577.766051
7e-06,29,1577.809143
5.8e-05,41,1577.874589
4.3e-05,37,1577.940624
1e-06,55,1578.109995
0.00012,23,1578.148688
1e-06,50,1578.226637
0.00038,54,1578.306594
0.000173,32,1578.356785
0.000328,58,1578.545853
3.6e-05,44,1578.632296
1e-06,23,1578.669801
0.00018,66,1578.772502
0.000208,48,1578.841447
0.000198,34,1578.89136
4.2e-05,35,1579.019554
0.0,38,1579.085945
2e-06,39,1579.152405
0.000279,21,1579.187502
0.0,51,1579.263047
2e-06,18,1579.295235
1.4e-05,23,1579.335137
6e-06,36,1579.395151
0.0,39,1579.533079
0.000369,39,1579.589917
0.000256,22,1579.624955
4.6e-05,32,1579.67074
0.000382,43,1579.732867
0.000344,31,1579.783394
1e-06,24,1579.820009
2.2e-05,74,1580.002113
1e-06,36,1580.054634
0.000261,36,1580.109928
0.000227,26,1580.147956
0.000185,35,1580.201003
8.5e-05,29,1580.241613
1.1e-05,59,1580.33141
2e-06,29,1580.441872
4.4e-05,27,1580.480078
0.0,52,1580.556207
0.000614,43,1580.626252
0.000216,28,1580.67356
0.0,20,1580.708446
1.2e-05,56,1580.808951
0.000417,46,1580.967896
1.8e-05,21,1580.999877
4.8e-05,23,1581.032683
0.000385,25,1581.067978
1e-06,47,1581.138502
0.000186,34,1581.187513
1e-06,29,1581.23174
0.000286,26,1581.278684
9e-06,26,1581.393296
1e-06,37,1581.446918
5e-06,22,1581.479865
0.000172,23,1581.524213
1.3e-05,24,1581.566665
0.000247,26,1581.614076
3.5e-05,50,1581.693763
9.4e-05,33,1581.73802
3.6e-05,24,1581.781365
3.2e-05,23,1581.891456
6.7e-05,26,1581.929664
1e-06,31,1581.973884
0.000229,77,1582.088083
0.0,33,1582.139343
1e-06,39,1582.195172
0.000247,26,1582.232203
5.8e-05,45,1582.381044
6e-06,27,1582.422824
9.2e-05,24,1582.457763
0.000207,24,1582.495073
0.000169,28,1582.537934
0.000142,36,1582.591619
3e-05,30,1582.643406
0.0,20,1582.679958
0.000231,40,1582.823813
3.7e-05,49,1582.898811
0.000212,35,1582.951183
0.0,61,1583.039812
0.000721,26,1583.079003
0.00045,29,1583.121928
4.9e-05,26,1583.16227
0.000392,36,1583.288578
3e-06,27,1583.329859
7e-06,27,1583.371588
2e-06,27,1583.409705
2.3e-05,26,1583.446946
0.000526,36,1583.5123
3.7e-05,49,1583.581714
0.000368,21,1583.615803
0.000173,23,1583.651001
1e-06,32,1583.793935
1e-06,33,1583.842184
5.4e-05,29,1583.886518
0.000123,23,1583.918826
0.0,23,1583.954458
0.000281,46,1584.0215
4e-06,23,1584.056293
1e-06,36,1584.110058
2.3e-05,47,1584.253949
3.6e-05,21,1584.28682
0.000125,38,1584.340894
1e-06,35,1584.393551
5.1e-05,46,1584.467008
0.0,42,1584.546031
1e-06,21,1584.58338
6.1e-05,84,1584.791366
1e-06,26,1584.828839
5.2e-05,27,1584.869968
4.7e-05,38,1584.927086
2e-06,30,1584.979208
0.000279,22,1585.017871
6.2e-05,26,1585.063321
0.000202,35,1585.204386
1e-06,22,1585.243821
4.4e-05,34,1585.308409
0.000113,44,1585.389126
8.6e-05,32,1585.44593
4.2e-05,38,1585.515817
2e-06,18,1585.546362
0.000318,31,1585.600231
2.3e-05,24,1585.643025
0.000303,20,1585.761641
2e-06,25,1585.805388
2e-06,22,1585.843681
3.4e-05,19,1585.87553
2e-06,27,1585.923697
1.6e-05,24,1585.967048
0.000544,26,1586.012182
1.3e-05,34,1586.071519
1e-06,29,1586.122722
1e-06,52,1586.300182
8.7e-05,24,1586.34025
0.0,33,1586.397504
2.2e-05,26,1586.44342
0.000168,44,1586.521781
0.000334,21,1586.559994
1e-06,21,1586.597533
0.0,31,1586.653311
1e-06,24,1586.695542
7.8e-05,29,1586.82422
0.000222,23,1586.857274
1e-06,29,1586.900568
1.3e-05,24,1586.935377
8.5e-05,31,1586.989858
0.000118,30,1587.040354
5.5e-05,20,1587.075386
1e-06,50,1587.164702
8.2e-05,24,1587.202929
1e-06,23,1587.308029
3.6e-05,26,1587.347214
0.000192,52,1587.433378
8.5e-05,25,1587.475602
0.00017,26,1587.524976
0.0003,20,1587.561449
0.0,34,1587.620249
0.000176,29,1587.666896
0.0,30,1587.709265
0.0,24,1587.815012
1.4e-05,31,1587.861198
1e-06,41,1587.919981
3e-06,45,1587.98674
6e-05,33,1588.036212
1e-06,49,1588.109895
4e-06,21,1588.141204
1e-06,26,1588.268293
2e-05,22,1588.308369
0.000143,24,1588.349702
1e-06,25,1588.392503
7e-05,34,1588.449425
0.00038,21,1588.484341
0.000519,23,1588.524732
4.8e-05,78,1588.659616
7.8e-05,68,1588.855329
0.00029,47,1588.936761
0.000115,27,1588.98196
2e-06,24,1589.0229
3e-06,20,1589.055094
0.0003,30,1589.105545
0.0,24,1589.14783
6.7e-05,34,1589.289283
5.3e-05,22,1589.327849
9e-06,21,1589.365013
1.3e-05,22,1589.403252
0.000208,33,1589.465044
1.2e-05,23,1589.50475
6.6e-05,28,1589.555133
1.7e-05,42,1589.621408
4e-06,27,1589.661372
1e-06,23,1589.701435
1e-06,64,1589.891168
0.000367,40,1589.957586
2.2e-05,34,1590.015616
1e-06,37,1590.07701
1.9e-05,32,1590.129459
6.7e-05,40,1590.196131
3e-06,20,1590.231228
3.9e-05,29,1590.362893
0.000367,32,1590.419302
6.1e-05,29,1590.469088
0.000259,34,1590.537481
1e-06,24,1590.578949
0.000622,50,1590.665933
1e-06,25,1590.708591
1e-06,51,1590.860026
1e-06,31,1590.907933
0.0,29,1590.95332
0.00014,52,1591.041672
0.000114,34,1591.100401
0.000396,34,1591.153846
8.3e-05,48,1591.235382
0.000327,32,1591.381454
6e-06,41,1591.452973
0.000155,39,1591.524282
0.0,39,1591.589022
1e-06,22,1591.631661
0.000382,35,1591.693347
0.000192,28,1591.740427
0.000103,37,1591.891577
0.000146,53,1591.984771
1.7e-05,25,1592.030532
1.3e-05,25,1592.074216
0.000642,23,1592.122831
9.6e-05,22,1592.168469
9e-06,33,1592.243266
0.000166,46,1592.33482
0.0,44,1592.524183
1e-06,37,1592.581137
8.8e-05,22,1592.612947
0.000733,23,1592.645662
0.0005,29,1592.690772
0.000212,24,1592.726323
0.000302,21,1592.758716
0.000238,30,1592.810891
1.1e-05,41,1592.873411
3.5e-05,28,1593.008425
1e-06,43,1593.087987
8e-05,23,1593.129914
2e-06,26,1593.182593
8.9e-05,28,1593.238367
0.000298,20,1593.275962
0.0002,44,1593.356591
0.000723,58,1593.602815
0.000319,40,1593.68491
1.8e-05,33,1593.739911
0.000182,25,1593.781621
0.0,26,1593.822019
2.9e-05,25,1593.857452
1e-06,38,1593.914503
1e-06,22,1593.946745
4.3e-05,37,1594.007069
0.000168,36,1594.140568
2e-06,53,1594.220681
0.0,20,1594.25272
5e-06,25,1594.291587
0.000155,20,1594.322863
8.8e-05,36,1594.382993
8.1e-05,41,1594.456589
2.5e-05,23,1594.496936
0.000109,32,1594.643332
0.000331,27,1594.691241
8.1e-05,38,1594.760314
0.000224,44,1594.840503
1e-06,51,1594.942495
0.000189,33,1595.008052
5e-06,19,1595.044308
1.9e-05,67,1595.243057
0.000734,37,1595.320384
0.000226,24,1595.362813
0.000195,40,1595.437689
3e-06,19,1595.470885
0.000113,30,1595.513053
0.000151,61,1595.687236
3.4e-05,35,1595.746125
0.00047,24,1595.788146
0.000101,23,1595.82815
1e-06,35,1595.89379
4e-06,38,1595.967732
1e-06,42,1596.039307
0.000159,25,1596.082373
1e-06,31,1596.224355
1e-06,41,1596.295656
1e-06,40,1596.365386
1e-06,24,1596.406513
1e-06,19,1596.440663
4.6e-05,47,1596.523712
4.6e-05,22,1596.560931
1e-06,24,1596.602159
6e-06,34,1596.663568
2.5e-05,57,1596.82407
1.8e-05,29,1596.867159
2e-06,26,1596.906378
1.4e-05,43,1596.980429
3.4e-05,33,1597.039439
5.8e-05,32,1597.08426
0.0,35,1597.145869
0.000215,38,1597.303689
7.9e-05,63,1597.413846
2.8e-05,48,1597.495374
0.0002,39,1597.557461
4.3e-05,38,1597.612902
0.000219,28,1597.655549
0.000146,46,1597.805925
0.0,23,1597.840328
0.000155,64,1597.935517
7.7e-05,44,1598.009138
0.0,25,1598.05147
1e-06,34,1598.109843
9.6e-05,21,1598.145734
3.6e-05,26,1598.275048
0.0,23,1598.315158
3.3e-05,49,1598.393309
0.0,49,1598.466372
0.000278,37,1598.529356
0.000272,19,1598.562193
0.0,24,1598.601727
1e-06,28,1598.649148
0.000262,23,1598.767295
1e-06,41,1598.833595
0.000211,23,1598.871624
1e-06,22,1598.910269
6.1e-05,22,1598.947951
2e-06,21,1598.982087
7.7e-05,20,1599.017194
0.000153,30,1599.067794
0.000467,21,1599.103311
6e-06,27,1599.147762
2.3e-05,32,1599.286677
1e-06,24,1599.325477
1e-05,29,1599.374824
0.000169,23,1599.415714
9e-06,31,1599.468141
0.000274,21,1599.503728
0.000287,41,1599.577355
2e-06,36,1599.643041
4.6e-05,44,1599.793659
0.000142,23,1599.8284
2e-06,24,1599.861359
1e-06,37,1599.920091
2e-06,20,1599.9545
1e-06,41,1600.028318
0.000107,39,1600.104798
2e-06,43,1600.185841
0.000335,48,1600.348064
0.000486,39,1600.417677
4.9e-05,46,1600.496903
1e-06,27,1600.54613
1e-06,22,1600.584217
1e-06,39,1600.651497
0.000282,37,1600.714246
5e-06,22,1600.840248
6.7e-05,22,1600.877707
9.5e-05,23,1600.916861
0.000248,21,1600.952764
0.000146,42,1601.026103
1e-05,32,1601.082267
0.0,27,1601.135758
0.000512,26,1601.181525
0.000369,24,1601.225272
1e-06,55,1601.381392
0.0004,58,1601.483027
5.3e-05,32,1601.540087
0.000366,27,1601.58726
3e-06,41,1601.654777
0.0,28,1601.702681
3e-06,81,1601.930298
2e-06,24,1601.971978
0.000962,23,1602.008076
1e-06,35,1602.059552
8.9e-05,51,1602.134412
1.5e-05,21,1602.165193
0.000264,48,1602.245105
1e-06,36,1602.390763
0.0,18,1602.423356
1e-06,25,1602.467263
0.000167,26,1602.514353
1e-06,21,1602.553402
1e-06,26,1602.603182
0.000728,24,1602.645519
0.000146,40,1602.714627
2.7e-05,45,1602.783452
2e-06,31,1602.897856
1e-06,30,1602.945546
6.2e-05,24,1602.97984
0.00018,22,1603.011163
3.4e-05,26,1603.054963
0.000128,24,1603.100065
2e-06,32,1603.161293
0.000257,43,1603.23666
2.2e-05,37,1603.301096
0.000283,35,1603.435551
4e-06,24,1603.471624
0.000232,45,1603.543872
1.4e-05,43,1603.609066
4e-06,23,1603.642335
3.5e-05,21,1603.672349
3.9e-05,27,1603.7115
0.000115,36,1603.763426
8.6e-05,40,1603.903409
4e-06,53,1603.989129
1e-06,22,1604.030589
0.000265,24,1604.072768
8e-05,44,1604.148144
3e-05,35,1604.200774
7.9e-05,30,1604.243337
6e-06,27,1604.362438
7.9e-05,26,1604.406243
0.0002,28,1604.455298
4e-06,29,1604.509826
8.3e-05,27,1604.553418
